ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,ph_score,Hardness_score,Solids_score,Chloramines_score,Sulfate_score,Conductivity_score,Organic_carbon_score,Trihalomethanes_score,Turbidity_score,aggregate_rule_score,ph_x_hardness,organic_x_turbidity,solids_ratio,log_solids,log_conductivity,ph_bucket,organic_bucket,hardness_x_conductivity,chloramine_x_trihalo,organic_x_sulfate,solid_density,danger_index,quality_index
,204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0,,9.877738613216593,0.0,0.0,1.5741779325098322,7.261522430462602,0.0,1.6261286923114007,5.092161548420898,2.6775387265067785,,30.75670248195437,100.98243229949799,9.942338917717066,6.337371872554412,0,1,115621.45717976787,635.052515422971,3825.1207219186813,36.7787027976616,25.06106598979002,101.98243229949799
3.71608007538699,129.42292051494425,18630.057857970347,6.635245883862,,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0,0.0,10.0,0.0,0.0,,6.7852440144191295,0.0,5.458865464435295,1.2483593126439807,2.4833913746914265,480.94593622397844,68.32002128584136,142.8434341480312,9.832585244483319,6.386686302646643,0,1,76732.95470978416,373.75727155859425,,31.369788076792883,18.136385842849638,143.8434341480312
8.099124189298397,224.23625939355776,19909.541732292397,9.275883602694089,,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,10.0,9.394093515161057,0.0,0.0,,9.689896448925309,0.0,4.1974884360295395,4.860165625839579,4.395317483832931,1816.1173125721537,51.54943690384617,88.39403471669381,9.899004605743452,6.0393166835252,2,2,93866.69137648198,616.1050470192932,,47.4481576116054,21.296088762878803,92.39403471669381
8.316765884214679,214.3733940856225,22018.41744077529,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0,10.0,9.640665147859437,0.0,0.0,2.155693217847167,10.0,0.0,0.0,0.928073657907289,3.691004675519536,1782.893330414614,85.3384413864146,102.23369295105127,9.999679954012779,5.897885786982821,2,2,77874.67602778856,808.6869050168847,6579.739981885161,60.44590008609914,29.92564079476543,106.23369295105127
9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0,6.051843624726901,10.0,0.0,0.0,4.493213123789777,10.0,0.0,8.500250909071909,2.312311436424914,4.594086901300364,1646.6153902463927,47.10086052024155,98.73057293343719,9.797014548232566,5.98999049468093,3,1,72152.79959944432,209.47805836406465,3584.6355197040994,45.013769624053666,11.450067635757735,102.73057293343719
5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0,0.8408663845608899,10.0,0.0,0.0,3.666081854416319,10.0,0.0,5.635267269750691,6.100729431108696,3.892649083383284,1051.5579151051704,21.500869867690533,151.8577095716287,10.266382184915942,5.640018465714566,0,0,52815.84546017242,414.348061758177,2744.011561137579,102.13841831208777,16.754370237033115,151.8577095716287
10.223862164528772,248.07173527013992,28749.716543528237,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0,0.0,8.798206618246503,0.0,0.0,0.3168302242451773,10.0,0.0,1.9245554782470542,5.817528157663052,2.840553720558381,2536.251228317381,36.85970026949292,115.42745511587925,10.266417969168073,5.6512660940345665,3,1,70365.95293650075,635.6610751973428,5428.498281813504,100.99965417109031,24.98932390799361,119.42745511587925
8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0,9.094341876661774,9.915961935385738,0.0,0.0,4.834511442035941,8.756539250959193,0.0,4.650211379634355,1.496438211386295,4.361507076493215,1756.1993442043213,54.418408394918856,66.9014968717692,9.523185075608263,6.164593238998724,3,1,96516.93330577355,286.5492292388012,3750.0664135395887,28.74657695116748,18.906893954201564,70.9014968717692
,118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0,,10.0,0.0,0.0,6.56765296268895,10.0,0.0,5.75889427906097,3.5124570476059613,3.7693274554689276,,45.67846434441398,119.05786336113974,9.567076183858141,5.967109265160339,0,1,46331.245315484164,420.8700718865769,3413.441184401624,36.59446211071427,17.308455215887125,120.05786336113974
11.180284470721592,227.23146923797455,25484.50849098786,9.077200016914391,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0,0.0,9.319213269050636,0.0,0.0,0.0,7.268575308648418,0.0,3.502924870972606,1.5735951583612584,2.2679612612899693,2540.512466780578,78.35458830889068,111.66080022214392,10.145865275134947,6.336623022958444,3,2,128132.52643891188,653.3460041071,7243.580208715508,45.114468908227295,22.93581741679597,116.66080022214392
7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0,10.0,10.0,0.0,0.0,3.668782327219918,9.576943008410213,0.0,2.657498041961901,3.344270542868858,4.444784763742705,1218.3390186588097,57.08344778808762,194.88625410894065,10.387567099878469,6.055338987234875,2,2,70409.80273586101,594.5423076703623,5091.031881757593,76.11134233960279,23.899394841407236,198.88625410894065
7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0,10.0,9.532667487783339,0.0,0.0,,10.0,0.0,2.939261102543554,2.4707047291505324,4.002462648581625,1743.9744592214834,58.27319705217343,85.42662266017379,9.83994355972133,5.900166441928533,2,1,79625.84372182854,620.3301485857834,,51.40440329733218,23.32358836061063,88.42662266017379
7.119824384264552,156.70499334039215,18730.813653342717,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,10.0,10.0,0.0,1.9698195474714009,5.88279747630197,10.0,0.0,2.5624027078781992,3.8856094416952525,4.959023160326153,1115.7120327209382,54.88929749246582,118.77121489053887,9.837978622215445,5.854255047854684,2,2,54488.68103143717,286.682675906425,4497.6096906682515,53.71381268084188,23.33040781100079,122.77121489053887
,150.1749233951362,27331.36196192776,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0,,10.0,0.0,0.0,5.029210932657077,10.0,0.0,2.936250559005213,1.465064542562744,3.031078905453863,,85.50224280134344,180.79296055265672,10.215826698968538,5.942174074222667,0,2,57030.70445335675,523.1924471614808,5799.925367487954,71.78072869208107,23.842162071609387,182.79296055265672
7.49623220797336,205.34498215818516,28388.00488673697,5.072557773840631,,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0,10.0,9.866375446045371,0.0,0.0,,9.25591079445489,0.0,3.7124734191344544,0.5565441569365559,3.8245107331785477,1539.3136689999026,63.196699796757684,137.5754553845878,10.253757197311202,6.099523461559496,2,1,91305.69194147958,356.60189016480564,,63.70088847138535,21.051549615105433,140.5754553845878
6.347271760539316,186.73288066057611,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0,8.47271760539316,10.0,0.0,0.0,1.77561563766198,8.054278635105716,0.0,3.116047839170278,1.5591292732702544,3.730191145524676,1185.244340181033,50.50210169255206,218.74290012513,10.622941524260886,6.249479524611901,1,1,96492.9615900027,722.9093662927826,4206.108157837868,79.31582349913337,22.862425584755663,220.74290012513
7.051785800016845,211.04940606054575,30980.600786788866,10.094796011661426,,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,10.0,9.723764848486358,0.0,0.0,,10.0,0.0,5.418549526275836,1.8289278562345346,4.24207377074988,1488.2752047597457,87.06323663212369,146.10086093777164,10.341148784255969,5.756189161932081,2,2,66510.37727707768,571.8863839914288,,97.99606693816476,19.668256311639603,150.10086093777164
9.181560007151536,273.81380665980095,24041.32628006128,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0,5.456266618989764,8.154654833504976,0.0,0.0,0.08247415888610589,8.700422635630368,0.0,3.5678297233810508,1.2408480095521957,3.034673817412702,2514.037896633551,60.2920418369918,87.4822359628483,10.087571151024973,6.171647656264626,3,1,130876.05617513799,493.41235196108323,5332.8541186788025,50.19331751382994,21.70380569518366,91.4822359628483
8.975464347533963,279.3571667700924,19460.398131232112,6.204320858892474,,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0,6.830237683106914,8.016070830747688,0.0,0.0,,9.475933500160853,0.0,4.522345362917004,6.4097860242368165,4.017289475184281,2507.360290573064,31.39812020910657,69.41287913353275,9.87618819957397,6.06945281507322,3,1,120526.970663688,395.9674325591544,,45.00096794423347,19.373095863120614,73.41287913353275
7.371050302429531,214.49661045715655,25630.320036999725,4.432669290372123,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0,10.0,9.637584738571087,0.0,0.0,3.2122780701967373,8.834757475346068,0.0,4.650340355917343,6.0992521309627135,4.8584131268369966,1581.065305380333,32.02720177423404,118.93607042183783,10.151570321621385,6.154676658193255,2,1,100795.0784967911,278.3595619535885,4200.007316148283,54.42668942059618,18.718257652076034,121.93607042183783
,227.435048351156,22305.56741374141,10.33391788821868,,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0,,9.3141237912211,0.0,0.0,,7.419665225657612,0.0,6.8271481027661345,2.1664433910520753,2.7526098809460566,,67.5057908226791,97.64511870986075,10.012636416949116,6.320444656382877,0,2,126185.53319034622,468.98228558432265,,40.130912784716074,16.275583628873555,99.64511870986075
6.660212026118103,168.28374685651832,30944.363591242687,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0,10.0,10.0,0.0,0.0,4.453457084106077,7.938811708317592,0.0,2.8697102435374617,3.125746897250956,4.358681736136978,1120.8054346139977,67.0605388991776,182.79583342085724,10.339978463700257,6.26277196651097,1,2,88125.36806467343,451.3731547471305,5560.760598907356,58.97857141915979,23.489938742089276,185.79583342085724
,215.97785868806776,17107.224225827616,5.607060453087125,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0,,9.600553532798306,0.0,0.0,3.6528011128066513,9.395730100455847,0.0,5.018065521730765,0.0,2.8670763372137724,,77.46165141393199,78.84317934218969,9.747314575750718,6.08051927954486,0,1,94221.67861361911,335.6132714055398,4639.028438125254,39.124029485784,18.759565473677323,79.84317934218969
3.902475685915096,196.9032467083208,21167.50009896877,6.996311586298768,,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0,0.0,10.0,0.0,0.0,,9.2586852915517,0.0,1.2272905144068496,1.1786932591827215,2.2145865819859187,768.4101327569637,75.21438361004083,106.95883190924317,9.960269511310395,6.099149844007113,0,2,87519.33505889447,630.9391038642831,,47.51628175919428,26.888888531447233,108.95883190924317
5.400301780729467,140.7390622511396,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,0.0,10.0,0.0,0.0,3.582087965065824,8.78543211207618,0.0,5.383511694280475,0.438034025581191,2.9353374940976007,760.0334084930244,54.309634652140325,121.81958274374186,9.756586811223464,6.160941618203733,0,1,66551.85363566059,572.5557847597657,3696.12551660019,36.437092459133616,18.41528292225892,122.81958274374186
6.514415093251676,198.7673512594561,21218.702871190195,8.67093691991312,323.5963490101317,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0,10.0,10.0,0.0,0.0,3.8201825494934156,9.778492498524422,0.0,2.5190196482843046,0.0,4.062149862595901,1294.8530330902584,77.49318538688316,106.21707069455773,9.962685409769762,6.026567298102103,1,1,82148.64806492648,692.3556082289524,4821.585460035686,51.21697318066519,24.45123653007254,108.21707069455773
3.4450618643852127,207.92626018799376,33424.7686784948,8.782147480773485,384.0070058017212,441.7858756739387,13.80590221127079,30.284597198002704,4.184396969028851,0,0.0,9.801843495300155,0.0,0.0,0.7996497099139389,9.303568738767689,0.0,8.714425350249662,2.0390075774278715,3.280918145719483,716.3188295778946,57.76937536755021,159.9835685969724,10.417082398818499,6.093086302570405,0,1,91858.88493276003,265.9637989886792,5301.563170541458,75.4874319954784,11.816903824248877,160.9835685969724
,145.76818060217258,13224.935638976958,7.906444720606137,304.0019927974152,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0,,10.0,0.0,0.0,4.79990036012924,10.0,0.0,6.307893899747267,2.487822181071042,3.5354759657111217,,50.98010602100842,90.10764857012333,9.489935001972727,5.703751362505331,0,1,43583.3254727261,391.6603566862102,3869.8008824088065,44.08449033856837,16.27541696546519,91.10764857012333
,266.4210180681174,26362.965012309312,7.700063469729127,395.3894903418456,364.48010670373776,10.34895075743782,53.00838135392041,3.9915642477993063,0,,8.339474548297064,0.0,0.0,0.23052548290771996,10.0,0.0,5.873952330759948,2.521089380501734,2.8644050084718806,,41.30850184562435,98.58224758382359,10.179753395070733,5.901211850085444,0,1,97105.16109358588,408.16790085279314,4091.8663655561963,72.13242124195675,16.743607070821533,99.58224758382359
,148.15306144508662,15193.41347396722,9.04683270725723,307.01179262256534,563.8047433250861,16.56865556799744,52.67618503420983,6.0381849531835865,0,,10.0,0.0,0.0,4.649410368871733,7.269920944581899,0.0,5.915476870723771,0.0,2.9017903558322162,,100.04460674516359,101.86457674260309,9.62868310466955,6.336480084382234,0,2,83529.39878087277,476.5526336610233,5086.772647276743,26.90029369180122,18.067529630521875,103.86457674260309
7.181448580829175,209.62560053629045,15196.229987483845,5.994678646449973,338.3364310774872,342.1112862851926,7.92259833302262,71.5379532557936,5.088859989138795,0,10.0,9.759359986592738,0.0,0.0,3.0831784461256406,10.0,0.12900277829563342,3.5577558430258005,0.0,4.124084822264498,1505.4154714768065,40.316993666936526,72.1480672282549,9.62886845256153,5.838054844354539,2,0,71715.28383777628,428.8470407932422,2680.5036448553224,44.2895077920952,20.78069979210567,74.1480672282549
9.82548990813439,190.7566182870043,19677.892465552013,6.757540731413941,,452.8362348772383,16.8990378000164,47.08197118577765,2.857472426051184,0,1.1634006124373997,10.0,0.0,0.0,,9.11939608537936,0.0,6.614753601777794,5.356318934872039,3.511344398677153,1874.2772278888049,48.288534540343534,102.61910457817883,9.887301891865716,6.117736416838205,3,2,86381.50880300158,318.15833800314994,,43.35901577112907,15.942603855334777,107.61910457817883
10.43329098280438,117.79122955039698,22326.89204571865,8.161504810728331,307.70750861182404,412.9868337903324,12.890708564511783,65.73347838938281,5.057310516515726,0,0.0,10.0,0.0,0.0,4.6146245694087975,9.783552770161126,0.0,4.283315201327149,0.0,2.9538155581162506,1228.9501731215976,65.19231598864478,187.95067725304168,10.013591940276068,6.025834170880795,3,1,48646.22694028869,536.4841001008547,3966.5678166270236,53.93140608192945,20.50500789581971,191.95067725304168
7.414148196336244,235.04453448737107,32555.85253707369,6.845952023844903,387.1753164773568,411.983364167012,10.2448150683598,44.48929725226032,3.160624468232638,0,10.0,9.123886637815723,0.0,0.0,0.6412341761321614,9.800277263883132,0.0,6.938837843467461,4.598438829418406,4.741013008529406,1742.6550114282343,32.38001317757641,137.9225009711695,10.390743148892174,6.02340731168247,2,1,96834.4380471764,304.57159456354907,3966.539516344199,78.83090545968817,14.344299424911295,140.9225009711695
,232.2804520235321,14787.206264858174,5.474914831733126,,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0,,9.192988699411696,0.0,0.0,,10.0,0.0,1.7399090644448858,0.0,2.1280879576745564,,61.189555423875824,63.38810704707705,9.60158526808328,5.953195860497955,0,1,89191.4481929654,471.2846516309429,,38.410151392842174,24.94312208162268,64.38810704707706
